,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,cluster
5362,spotify:track:3ClOMebBxeNTYCOfTH24YJ,Le Freak - 2018 Remaster,spotify:artist:0Xf8oDAJYd2D0k3NLI19OV,CHIC,spotify:album:3Jhtxnrjbk5oxleA3oafAy,The Chic Organization 1977-1979 (2018 Remaster),spotify:artist:0Xf8oDAJYd2D0k3NLI19OV,CHIC,2018-11-23,https://i.scdn.co/image/ab67616d0000b273b7ff955881d0c4fe6b4af092,2,2,331360,https://p.scdn.co/mp3-preview/866259f80fdc5ad407ea3fb300aa74bde9635e62?cid=9950ac751e34487dbbe027c4fd7f8e99,False,60,USRH11803129,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"disco,funk,soul",0.91,0.641,7.0,-11.316,1.0,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,4.0,,Rhino Atlantic,"C © 2018 Atlantic Recording Corporation. All Rights Reserved. Marketed by Rhino Entertainment Company, a Warner Music Group Company, P ℗ 2018, 1979, 1978, 1977 Atlantic Recording Corporation. All Rights Reserved. Marketed by Rhino Entertainment Company, a Warner Music Group Company",1
5368,spotify:track:3TRFq09DUgYj1mug6RRqJW,Lot to Learn,spotify:artist:787bCXOIvGeBw0Bc4kEjhD,Luke Christopher,spotify:album:6dgQDrfjCOe7E8ruh1ruWa,TMRW,spotify:artist:787bCXOIvGeBw0Bc4kEjhD,Luke Christopher,2015-09-11,https://i.scdn.co/image/ab67616d0000b2733f0bd8f231c9b6433be929b1,1,6,248337,https://p.scdn.co/mp3-preview/701b106bb9a8338f2274b7156d330cc0f1d790dc?cid=9950ac751e34487dbbe027c4fd7f8e99,True,62,USRC11500815,spotify:user:bradnumber1,2021-08-08T09:26:31Z,indie pop rap,0.405,0.846,6.0,-3.57,1.0,0.195,0.0948,0.0,0.0666,0.602,82.232,4.0,,ByStorm Entertainment/RCA Records,"P (P) 2015 ByStorm Entertainment and RCA Records, a division of Sony Music Entertainment",2
5377,spotify:track:57QXXEBy5apjgxsyXSb8YE,Satisfied (feat. MAX),"spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:1bqxdqvUtPWZri43cKHac8","Galantis, MAX",spotify:album:7sYMi1QPQnCL99k1VCaWTZ,Satisfied (feat. MAX) / Mama Look at Me Now,"spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:1bqxdqvUtPWZri43cKHac8","Galantis, MAX",2018-07-13,https://i.scdn.co/image/ab67616d0000b2739a3c9eebbc9a748c0799bf21,1,1,155939,https://p.scdn.co/mp3-preview/e4cae6eca39fe25fb85debc6770bebc249254947?cid=9950ac751e34487dbbe027c4fd7f8e99,False,54,USAT21804179,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,edm,pop,pop dance,singer-songwriter pop,viral pop",0.75,0.651,1.0,-4.655,1.0,0.121,0.00759,0.0,0.521,0.928,120.055,4.0,,Big Beat Records,"C © 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company",1
5383,spotify:track:6MDijuuArPJv1vbp7K1x3f,Genghis Khan,spotify:artist:4l1cKWYW591xnwEGxpUg3J,Miike Snow,spotify:album:3pWJFrSX6apPzt4inM4zXt,iii,spotify:artist:4l1cKWYW591xnwEGxpUg3J,Miike Snow,2016-03-04,https://i.scdn.co/image/ab67616d0000b27306eda68098c2a886a43685a8,1,3,212146,https://p.scdn.co/mp3-preview/2ff33b7f2be5fcfc5f51845e72dc00589dad1753?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,USAT21503728,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alternative dance,electropop,indietronica,neo-synthpop,swedish electropop,swedish indie pop,swedish synthpop",0.688,0.847,10.0,-3.238,0.0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,4.0,,Downtown/Atlantic,"C © 2016 Jackalope Recordings Limited under exclusive license to Atlantic Recordings Corporation for the United States and WEA International Inc. for the world excluding the United States, P ℗ 2016 Jackalope Recordings Limited under exclusive license to Atlantic Recordings Corporation for the United States and WEA International Inc. for the world excluding the United States",1
5388,spotify:track:6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),"spotify:artist:2FwJwEswyIUAljqgjNSHgP, spotify:artist:0NIIxcxNHmOoyBx03SfTCD, spotify:artist:1anyVhU62p31KFi8MEzkbf","Snakehips, Tinashe, Chance the Rapper",spotify:album:5cOhR878H8hC3UsxYq5Xyv,All My Friends (feat. Tinashe & Chance the Rapper),"spotify:artist:2FwJwEswyIUAljqgjNSHgP, spotify:artist:0NIIxcxNHmOoyBx03SfTCD, spotify:artist:1anyVhU62p31KFi8MEzkbf","Snakehips, Tinashe, Chance the Rapper",2015-10-21,https://i.scdn.co/image/ab67616d0000b273b7c1b8d64563e06b4b0c7919,1,1,229746,https://p.scdn.co/mp3-preview/4b5496cee8c5d450f959b5415b0baff33f1a9b85?cid=9950ac751e34487dbbe027c4fd7f8e99,True,73,GBARL1501370,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"electropop,uk dance,alternative r&b,dance pop,metropopolis,pop,r&b,urban contemporary,chicago rap,conscious hip hop,hip hop,pop rap,rap",0.681,0.521,0.0,-5.849,1.0,0.141,0.12,8.41e-05,0.108,0.181,94.997,4.0,,Hoffman West/Columbia,P (P) 2015 Sony Music Entertainment UK Limited,2
5393,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),"spotify:artist:4MCBfE4596Uoi2O4DtmEMz, spotify:artist:64KEffDW9EtZ1y2vBYgq8T","Juice WRLD, Marshmello",spotify:album:6n9DKpOxwifT5hOXtgLZSL,Legends Never Die,spotify:artist:4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,2020-07-10,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,1,12,205484,https://p.scdn.co/mp3-preview/56bf05555aca85738ac99236d8fd58a936c47e36?cid=9950ac751e34487dbbe027c4fd7f8e99,True,81,USUG12001904,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"chicago rap,melodic rap,rap,brostep,edm,pop,progressive electro house",0.625,0.814,0.0,-5.181,1.0,0.0657,0.0172,0.0,0.158,0.535,144.991,4.0,,Grade A Productions/Interscope Records,"C © 2020 Grade A Productions, LLC, under exclusive license to Interscope Records, P ℗ 2020 Grade A Productions, LLC, under exclusive license to Interscope Records",2
5398,spotify:track:6J2LdBN97cDWn0MLxYh9HB,July,spotify:artist:55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,spotify:album:5Gn3fFzlWL89j0hGumtXb5,THE END OF EVERYTHING,spotify:artist:55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,2020-05-15,https://i.scdn.co/image/ab67616d0000b2737f66b73bd6e86f4c8d2a7692,1,6,156106,https://p.scdn.co/mp3-preview/ab2efd6b8bca3e91b935141a479283825d35627e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,USQX91901092,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alt z,pop",0.708,0.186,9.0,-8.953,0.0,0.042,0.868,0.0,0.0779,0.322,72.541,4.0,,Records/Columbia,"P (P) 2020 Records Label, LLC / Columbia",0
5401,spotify:track:7krbSH3rd8lhIZvuzTV3Bl,Naked,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,spotify:album:6fQ1xPtYMzoBiqvSO2LcpT,Naked,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,2017-11-24,https://i.scdn.co/image/ab67616d0000b273f13bfa0da7b94ac3272f3152,1,1,234106,https://p.scdn.co/mp3-preview/53e7499e7b3cf1fd4dc40c121035bf5f94de2e09?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,DEE861702596,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,talent show,uk pop",0.529,0.607,6.0,-6.781,1.0,0.0574,0.104,0.0,0.0631,0.238,101.966,4.0,,Columbia Local,P (P) 2018 Sony Music Entertainment Germany GmbH,2
5406,spotify:track:1YRjRHdl0aEtzHEn1uGi8k,What I Did for Love (feat. Emeli Sandé),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,spotify:album:77UW17CZFyCaRLHdHeofZu,Listen,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2014-11-21,https://i.scdn.co/image/ab67616d0000b2733862d62a50dc6b928651bdeb,1,2,207200,https://p.scdn.co/mp3-preview/3d7cdc44829245cff3cc5b197cbe60d3453a82ca?cid=9950ac751e34487dbbe027c4fd7f8e99,False,59,GB28K1400044,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance",0.494,0.721,2.0,-4.855,1.0,0.0416,0.107,0.0,0.119,0.356,128.1,4.0,,Parlophone (France),"C © 2014 What A Music Ltd, under exclusive licence to Parlophone/Warner Music France, A Warner Music Group Company, P ℗ 2014 What A Music Ltd, under exclusive licence to Parlophone/Warner Music France, A Warner Music Group Company",2
5407,spotify:track:3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2012-12-07,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,1,2,233478,https://p.scdn.co/mp3-preview/5a0318e6c43964786d22b9431af35490e96cff3d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,91,USAT21203287,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,4.0,,Atlantic Records,"C © 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",1
5414,spotify:track:0M3HkE321xpCbCYqVKzr1q,It Will Rain,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:4A0vJtV9ok7vmr9ursSKj8,It Will Rain,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2011-09-28,https://i.scdn.co/image/ab67616d0000b273dec2e6bae5062b94fc4eeb84,1,1,257720,https://p.scdn.co/mp3-preview/b4e70a4b9cfc7e25c2ac9c6ec4325524ec84c1d1?cid=9950ac751e34487dbbe027c4fd7f8e99,False,80,USAT21102075,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,4.0,,Elektra (NEK),"C © 2011 TM & 2011 Summit Entertainment, LLC. All rights reserved., P ℗ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2
5415,spotify:track:27RYrbL6S02LNVhDWVl38b,Happy Xmas (War Is Over) - Remastered 2010,"spotify:artist:4x1nvY2FN8jxqAFA0DA02H, spotify:artist:2s4tjL6W3qrblOe0raIzwJ","John Lennon, Yoko Ono",spotify:album:555NIhJIQ4XoS5N7VglF0v,Signature Box,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,John Lennon,2010-10-05,https://i.scdn.co/image/ab67616d0000b27361a389971d7842d02b0623ab,10,2,214333,https://p.scdn.co/mp3-preview/7b9bc4573fa70ea6a251071034ecc1f2235fbda3?cid=9950ac751e34487dbbe027c4fd7f8e99,False,62,GBAYE1000862,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"beatlesque,classic rock,rock,experimental,experimental pop",0.321,0.64,2.0,-10.023,1.0,0.0324,0.28,0.0,0.718,0.414,146.172,3.0,,EMI Catalogue,"C © 2010 EMI Records Ltd, P This Compilation ℗ 2010 EMI Records Ltd",2
5417,spotify:track:3v8PlUFGQQDBIk1J86waCo,Should I Stay or Should I Go - Remastered,spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,The Clash,spotify:album:3Zkggi5I9uH5x94DuN6u1S,Hits Back,spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,The Clash,2013-08-26,https://i.scdn.co/image/ab67616d0000b27357f627f712e7060d287dd732,1,23,188240,https://p.scdn.co/mp3-preview/7a7612307f8cfcca8b44055b275058961c7bf340?cid=9950ac751e34487dbbe027c4fd7f8e99,False,66,GBARL1200670,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alternative rock,permanent wave,punk,rock",0.742,0.838,2.0,-6.442,1.0,0.11,0.0832,0.0,0.418,0.848,113.373,4.0,,Sony Music UK,P This compilation (P) 2013 Sony Music Entertainment UK Limited,1
5424,spotify:track:62BxlOvQCjLNQA5ARA4Dug,Runaways,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,The Killers,spotify:album:3bvS3DlTwV35j2qwFhDvxx,Battle Born,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,The Killers,2012-09-17,https://i.scdn.co/image/ab67616d0000b273f555f994cd61c8d017f53a27,1,2,243786,https://p.scdn.co/mp3-preview/bbe22c953fac556f6b5b0871332fa4f9255570f6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,USUM71206893,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alternative rock,dance rock,modern rock,permanent wave,rock",0.409,0.837,1.0,-4.043,1.0,0.0406,0.00116,0.00651,0.0855,0.199,121.757,4.0,,Island Records,"C © 2012 The Island Def Jam Music Group, P ℗ 2012 The Island Def Jam Music Group",2
5438,spotify:track:0JiVRyTJcJnmlwCZ854K4p,Alone,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,Alan Walker,spotify:album:4blCxKnK1sGo9D45trrqjt,Alone,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,Alan Walker,2016-12-02,https://i.scdn.co/image/ab67616d0000b273f00ade2f88d8223521bc7f76,1,1,161200,https://p.scdn.co/mp3-preview/623bb6720396d5ca585f81cbc6c2c04d83608e53?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,NOG841617010,spotify:user:bradnumber1,2021-08-08T09:26:31Z,electro house,0.676,0.929,10.0,-3.194,1.0,0.0458,0.186,0.000405,0.121,0.157,97.019,4.0,,MER Recordings,P (P) 2017 MER under exclusive license to Sony Music Entertainment Sweden AB,2
5439,spotify:track:6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","Jason Derulo, Nicki Minaj, Ty Dolla $ign",spotify:album:2e5CxfyEwBW115beiwh7Mc,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","Jason Derulo, Nicki Minaj, Ty Dolla $ign",2017-02-23,https://i.scdn.co/image/ab67616d0000b2739d6522bee68370fa5592301d,1,1,216408,https://p.scdn.co/mp3-preview/78219b6d9b0b7ae621da0d11090995a301e24f3c?cid=9950ac751e34487dbbe027c4fd7f8e99,True,78,USWB11700237,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,hip pop,pop,queens hip hop,rap,hip hop,pop rap,r&b,southern hip hop,trap,trap soul",0.696,0.817,1.0,-3.862,1.0,0.109,0.075,0.0,0.187,0.782,98.064,4.0,,Beluga Heights/Warner Records,"C © 2017 Warner Records Inc., P ℗ 2017 Warner Records Inc.",1
5444,spotify:track:2gFvRmQiWg9fN9i74Q0aiw,24K Magic,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:5EA4kogB3cZr2qykFlZDYV,24K Magic,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,2016-10-07,https://i.scdn.co/image/ab67616d0000b2738b36ce22ea4b5e64bb03582c,1,1,225983,https://p.scdn.co/mp3-preview/3a76820d510fa5f84abb413e9d13815bcc86da0f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USAT21602944,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,4.0,,Atlantic Records,"C © 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company",1
5446,spotify:track:5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,spotify:artist:5CCwRZC6euC8Odo6y9X8jr,Rita Ora,spotify:album:6Vn8F3hERVHYYz5RfKmsAN,Phoenix (Deluxe Edition),spotify:artist:5CCwRZC6euC8Odo6y9X8jr,Rita Ora,2018-11-23,https://i.scdn.co/image/ab67616d0000b273f1b136eb0388414a8225a348,1,2,191120,https://p.scdn.co/mp3-preview/ac45c8f955d7e88ffc4726bee4bf357fa28fef98?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,GBAHS1800674,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,uk pop",0.475,0.846,10.0,-3.344,1.0,0.283,0.275,0.0,0.0824,0.451,96.036,4.0,,Atlantic Records UK,"C © 2018 Atlantic Records UK except Track 9 (P) 2018 Asylum/Atlantic Records UK. Tracks 1 & 5 (P) 2017 Atlantic Records UK. Track 4 (P) 2017 Avicii Music AB under exclusive licence to Universal Music AB. Track 8 (P) 2018 Universal Studios, Atlantic Records UK, Capitol Records, a division of Universal Music Operations Limited. Asylum/Atlantic Records UK are divisions of Warner Music UK Limited., P ℗ 2018 Atlantic Records UK except Track 9 (P) 2018 Asylum/Atlantic Records UK. Tracks 1 & 5 (P) 2017 Atlantic Records UK. Track 4 (P) 2017 Avicii Music AB under exclusive licence to Universal Music AB. Track 8 (P) 2018 Universal Studios, Atlantic Records UK, Capitol Records, a division of Universal Music Operations Limited. Asylum/Atlantic Records UK are divisions of Warner Music UK Limited.",2
5452,spotify:track:5GhJIMWAw0uMLgkdbt6uMz,Fallin’ (Adrenaline),spotify:artist:2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,spotify:album:68KIeRyl26qz4Qkrv25FVm,Fallin’ (Adrenaline),spotify:artist:2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,2020-09-29,https://i.scdn.co/image/ab67616d0000b27362d3381a88a63957b563967e,1,1,216504,https://p.scdn.co/mp3-preview/4a339b2f20bc583d94061513a6a2327666415080?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,USAT22005765,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,pop",0.606,0.9,0.0,-4.504,1.0,0.119,0.0101,0.0,0.075,0.233,133.963,4.0,,Atlantic Records,"C © 2020 Signature Entertainment, LLC under exclusive license to Atlantic Recording Corporation, P ℗ 2020 Signature Entertainment, LLC under exclusive license to Atlantic Recording Corporation",2
5458,spotify:track:5G5IX0zeEIYhHKe71Zecx6,Home (feat. Nico Santos),"spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:3A9B6c1CrSPauiOblw7pWz","Topic, Nico Santos",spotify:album:0vEA5nl8sPWBBv83H5XFZn,Home (feat. Nico Santos),spotify:artist:0u6GtibW46tFX7koQ6uNJZ,Topic,2016-01-19,https://i.scdn.co/image/ab67616d0000b27302f2d2d6aa0a0dca852e6fe3,1,1,204000,https://p.scdn.co/mp3-preview/e309a122cc57b91f496060c5b4b44ab3111a38d7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,DELJ81519756,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"german dance,pop dance,pop edm,uk dance,german pop",0.723,0.527,5.0,-7.792,0.0,0.0326,0.0267,0.0,0.111,0.324,126.072,4.0,,WM Germany,"C © 2016 Warner Music Group Germany Holding GmbH / A Warner Music Group Company, P ℗ 2016 Warner Music Group Germany Holding GmbH / A Warner Music Group Company",2
5472,spotify:track:67awxiNHNyjMXhVgsHuIrs,Turn Down for What,"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK","DJ Snake, Lil Jon",spotify:album:3zo0Hxh9rjJsdw2JAKReE3,Turn Down for What,"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK","DJ Snake, Lil Jon",2013-12-18,https://i.scdn.co/image/ab67616d0000b273d905e78cad304de028db39b7,1,1,213733,https://p.scdn.co/mp3-preview/08cd21e303a7c9b0dc2d1beb2edb803882578980?cid=9950ac751e34487dbbe027c4fd7f8e99,False,74,USSM11308174,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,electronic trap,pop,pop dance,atl hip hop,crunk,dance pop,dirty south rap,old school atlanta hip hop,pop rap,southern hip hop,trap",0.818,0.799,1.0,-4.1,0.0,0.156,0.00107,0.128,0.057,0.0815,100.014,4.0,,Columbia,"P (P) 2013 Columbia Records, a Division of Sony Music Entertainment",1
5482,spotify:track:5fnA9mkIfScSqHIpeDyvck,Prayer in C - Robin Schulz Radio Edit,"spotify:artist:50OApTJurDusIo9dGTqSU4, spotify:artist:3t5xRXzsuZmMDkQzgOX35S","Lilly Wood and The Prick, Robin Schulz",spotify:album:6Ps0kbvAjuz75uK0uuZzWa,Prayer in C,"spotify:artist:50OApTJurDusIo9dGTqSU4, spotify:artist:3t5xRXzsuZmMDkQzgOX35S","Lilly Wood and The Prick, Robin Schulz",2014-05-16,https://i.scdn.co/image/ab67616d0000b2730538d5d965798a403219a470,1,1,189413,https://p.scdn.co/mp3-preview/decf568095bab0c78ac54ce42546580800251802?cid=9950ac751e34487dbbe027c4fd7f8e99,False,78,DEA621400286,spotify:user:bradnumber1,2022-11-16T13:20:36Z,"french indie pop,french rock,deep euro house,deep house,edm,german dance,pop dance,tropical house",0.763,0.875,9.0,-5.797,0.0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,4.0,,WM Germany,"C © 2014 Choke Industry / Tonspiel under exclusive license to Warner Music Group Germany Holding GmbH, P ℗ 2014 Choke Industry / Tonspiel under exclusive license to Warner Music Group Germany Holding GmbH",1
5492,spotify:track:72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,"spotify:artist:3PhoLpVuITZKcymswpck5b, spotify:artist:26dSoYclwsYLMAKD3tpOr4","Elton John, Britney Spears",spotify:album:4QQWpCEX4BxMXwRQmtkKY6,Hold Me Closer,"spotify:artist:3PhoLpVuITZKcymswpck5b, spotify:artist:26dSoYclwsYLMAKD3tpOr4","Elton John, Britney Spears",2022-08-26,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,1,1,202245,https://p.scdn.co/mp3-preview/49c34ce9f351cb5b5402f91886df6b720d149beb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,GBUM72205030,spotify:user:bradnumber1,2022-08-26T05:41:55Z,"glam rock,mellow gold,piano rock,rock,dance pop,pop",0.667,0.75,0.0,-4.602,1.0,0.0906,0.0746,0.000198,0.197,0.486,126.041,4.0,,EMI,"C © 2022 HST Global Limited, under exclusive licence to Mercury Records Limited, P ℗ 2022 HST Global Limited, under exclusive licence to Mercury Records Limited",1
5494,spotify:track:69kOkLUCkxIZYexIgSG8rq,Get Lucky (feat. Pharrell Williams and Nile Rodgers),"spotify:artist:4tZwfgrHOc3mvqYlEYSvVi, spotify:artist:2RdwBSPQiwcmiDo9kixcl8, spotify:artist:3yDIp0kaq9EFKe07X1X2rz","Daft Punk, Pharrell Williams, Nile Rodgers",spotify:album:4m2880jivSbbyEGAKfITCa,Random Access Memories,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,2013-05-20,https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937,1,8,369626,https://p.scdn.co/mp3-preview/6de52dda0d37a0646987856c3b9f7da075d965b4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,78,USQX91300108,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"electro,filter house,rock,dance pop,pop,disco",0.81,0.793,6.0,-9.404,0.0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,4.0,,Columbia,"P (P) 2013 Daft Life Limited under exclusive license to Columbia Records, a Division of Sony Music Entertainment",1
5505,spotify:track:0y8Wf6ltWpGCpgqVa21QNX,After the Afterparty (feat. Lil Yachty),"spotify:artist:25uiPmTg16RbhZWAqwLBy5, spotify:artist:6icQOAFXDZKsumw3YXyusw","Charli XCX, Lil Yachty",spotify:album:4Txd0wc4WAgnoxXx0SLAlw,After the Afterparty (feat. Lil Yachty),spotify:artist:25uiPmTg16RbhZWAqwLBy5,Charli XCX,2016-10-28,https://i.scdn.co/image/ab67616d0000b273901d5e4c873dc3dc9af647d9,1,1,219480,https://p.scdn.co/mp3-preview/d0998c825cd2373bb3661971ce74b4bf01cafe67?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,GBAHS1600358,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"art pop,candy pop,metropopolis,pop,uk pop,atl hip hop,melodic rap,rap,trap",0.653,0.794,7.0,-3.828,1.0,0.0894,0.121,0.0,0.365,0.645,93.008,4.0,,Atlantic Records UK,"C © 2016 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company., P ℗ 2016 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company.",1
5519,spotify:track:6QON2WlAI1QayzhgebwvWd,One Wish,spotify:artist:6gbGGM0E8Q1hE511psqxL0,Ray J,spotify:album:6PTPDE5KLE3IeCcqiz0712,Gracie Productions Presents: Hip Hop Volume 1,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2012-10-29,https://i.scdn.co/image/ab67616d0000b27360fc7b6e9ec05ac0b135b443,1,3,337640,https://p.scdn.co/mp3-preview/56721788fba7256e1bf080718029fc96cb71ec0e?cid=9950ac751e34487dbbe027c4fd7f8e99,True,54,USDHM1218814,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop rap,0.524,0.635,5.0,-7.22,0.0,0.302,0.27,0.0,0.341,0.603,127.618,4.0,,Gracie Productions,"C 2012 Gracie Productions, P 2012 Gracie Productions",2
